,book_id_title,book_id,cover_image_uri,book_title,book_series,book_settings,book_characters,book_language,year_first_published,authorlink,author,num_pages,format,genres,people_curr_read,peop_want_to_read,num_ratings,num_reviews,average_rating,rating_distribution,awards,awards_count,awards_bins
1,10.Harry_Potter_Collection,10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328867351i/10.jpg,Harry Potter Collection,,,,English,2005,https://www.goodreads.com/author/show/1077326.J_K_Rowling,J.K. Rowling,3342.0,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Adventure', 'Classics', 'Childrens']",243.0,7253.0,34151,989,4.72,"{'5 Stars': 27420, '4 Stars': 4883, '3 Stars': 1233, '2 Stars': 256, '1 Star': 359}",[],2,"(1.307, 140.6]"
2,10009.Homo_Faber,10009,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1709271225i/10009.jpg,Homo Faber,,"['New York City, New York', 'Houston, Texas', 'Corinth', 'Athens', 'Guatemala', 'Campeche', 'Palenque', 'Tamaulipas', 'Havana', 'Dusseldorf', 'Zurich']","['Walter Faber', 'Sabeth', 'Hanna Piper', 'Joachim Hencke', 'Herbert Hencke']",English,1957,https://www.goodreads.com/author/show/6530.Max_Frisch,Max Frisch,214.0,Paperback,"['Classics', 'Fiction', 'German Literature', 'School', 'Literature', 'Novels', '20th Century']",671.0,14800.0,29236,1115,3.69,"{'5 Stars': 7514, '4 Stars': 10323, '3 Stars': 7315, '2 Stars': 2846, '1 Star': 1238}",[],2,"(1.307, 140.6]"
3,1001896.The_Real_Mother_Goose,1001896,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439507704i/1001896.jpg,The Real Mother Goose,,,,English,1916,https://www.goodreads.com/author/show/48966.Blanche_Fisher_Wright,Blanche Fisher Wright,128.0,Hardcover,"['Childrens', 'Poetry', 'Picture Books', 'Classics', 'Fiction', 'Nursery Rhymes', 'Fantasy']",345.0,4300.0,36262,385,4.33,"{'5 Stars': 20466, '4 Stars': 9011, '3 Stars': 5345, '2 Stars': 996, '1 Star': 444}",[],2,"(1.307, 140.6]"
4,100247.Vagabonding,100247,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320532720i/100247.jpg,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,,,,English,2002,https://www.goodreads.com/author/show/57862.Rolf_Potts,Rolf Potts,205.0,Paperback,"['Travel', 'Nonfiction', 'Philosophy', 'Self Help', 'Adventure', 'Audiobook', 'Personal Development']",1900.0,72400.0,27224,1605,3.95,"{'5 Stars': 9410, '4 Stars': 9615, '3 Stars': 6119, '2 Stars': 1591, '1 Star': 489}",[],2,"(1.307, 140.6]"
7,10097.Queen_of_Scots,10097,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439169103i/10097.jpg,Queen of Scots: The True Life of Mary Stuart,,,"['James V, King of Scots', 'Mary, Queen of Scots', 'Elizabeth I of England']",English,2004,https://www.goodreads.com/author/show/6592.John_Guy,John Guy,560.0,Hardcover,"['History', 'Nonfiction', 'Biography', 'Scotland', 'Historical', 'British Literature', 'Tudor Period']",4746.0,9276.0,5117,491,3.94,"{'5 Stars': 1538, '4 Stars': 2097, '3 Stars': 1193, '2 Stars': 217, '1 Star': 72}","['Whitbread Award for Biography (2004)', 'National Book Critics Circle Award Nominee for Biography (2004)', 'Marsh Biography Award (2005)']",139,"(1.307, 140.6]"
8,101094.The_Famished_Road,101094,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344396715i/101094.jpg,The Famished Road,['The Famished Road Trilogy'],['Nigeria'],,English,1991,https://www.goodreads.com/author/show/31425.Ben_Okri,Ben Okri,512.0,Paperback,"['Fiction', 'Africa', 'Magical Realism', 'Fantasy', 'Nigeria', 'African Literature', 'Literary Fiction']",1386.0,27200.0,13253,1090,3.73,"{'5 Stars': 4017, '4 Stars': 4229, '3 Stars': 3120, '2 Stars': 1242, '1 Star': 645}","['Booker Prize (1991)', 'Premio Grinzane Cavour Nominee for Narrativa Straniera (1994)']",88,"(1.307, 140.6]"
9,101267.Mistress_Pat,101267,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388264347i/101267.jpg,Mistress Pat,['Pat of Silver Bush'],['Canada'],"['Patricia Gardiner', 'Judy Plum']",English,1935,https://www.goodreads.com/author/show/5350.L_M_Montgomery,L.M. Montgomery,288.0,Paperback,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Historical', 'Childrens']",51.0,3781.0,4594,267,3.89,"{'5 Stars': 1412, '4 Stars': 1630, '3 Stars': 1205, '2 Stars': 307, '1 Star': 40}",[],2,"(1.307, 140.6]"
10,10129880-the-colour-out-of-space,10129880,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1294272134i/10129880.jpg,The Colour Out of Space,,,,English,1927,https://www.goodreads.com/author/show/9494.H_P_Lovecraft,H.P. Lovecraft,78.0,Mass Market Paperback,"['Horror', 'Short Stories', 'Fiction', 'Science Fiction', 'Fantasy', 'Lovecraftian', 'Audiobook']",230.0,4778.0,9981,1007,4.03,"{'5 Stars': 3317, '4 Stars': 4190, '3 Stars': 2033, '2 Stars': 367, '1 Star': 74}",[],2,"(1.307, 140.6]"
11,10155.The_Lost_World,10155,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320504012i/10155.jpg,The Lost World,['Professor Challenger'],"['London, England', 'South America']","['Professor Challenger', 'Ed Malone', 'Lord John Roxton', 'Professor Summerlee', 'Zambo', 'Professor George Challenger']",English,1912,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle,272.0,Paperback,"['Classics', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'Audiobook', 'Dinosaurs']",5719.0,43900.0,70041,3357,3.93,"{'5 Stars': 21536, '4 Stars': 26639, '3 Stars': 17828, '2 Stars': 3326, '1 Star': 712}",[],2,"(1.307, 140.6]"
12,101821.Gracias_y_desgracias_del_ojo_del_culo,101821,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499095034i/101821.jpg,Gracias y desgracias del ojo del culo,,,,Spanish; Castilian,2004,https://www.goodreads.com/author/show/34604.Francisco_de_Quevedo,Francisco de Quevedo,,,"['Humor', 'Classics', 'Spanish Literature', 'Poetry', 'Novels', 'Fiction', 'Siglo De Oro']",29.0,267.0,479,69,3.75,"{'5 Stars': 128, '4 Stars': 166, '3 Stars': 128, '2 Stars': 50, '1 Star': 7}",[],2,"(1.307, 140.6]"
13,10208.Miracle_Fair,10208,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362957171i/10208.jpg,Miracle Fair: Selected Poems,,,,English,2001,https://www.goodreads.com/author/show/6669.Wis_awa_Szymborska,Wislawa Szymborska,159.0,Paperback,"['Poetry', 'Poland', 'Polish Literature', 'Literature', 'Nobel Prize', 'Fiction', 'Contemporary']",22.0,1014.0,617,61,4.4,"{'5 Stars': 351, '4 Stars': 184, '3 Stars': 63, '2 Stars': 13, '1 Star': 6}",['Heldt Prize for Translation'],31,"(1.307, 140.6]"
16,103104.Njal_s_Saga,103104,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1709664078i/103104.jpg,Njal's Saga,,['Iceland'],"['Sigurd Hlodvirsson', 'Njal', 'Gunnar', 'Hallgerda', 'Bergthora', 'Flosi', 'Kari']",English,1270,https://www.goodreads.com/author/show/5158478.Anonymous,Anonymous,384.0,Paperback,"['Classics', 'Fiction', 'Mythology', 'Medieval', 'Literature', 'Poetry', 'Historical Fiction']",398.0,9214.0,5256,493,3.94,"{'5 Stars': 1672, '4 Stars': 2027, '3 Stars': 1194, '2 Stars': 284, '1 Star': 79}",[],2,"(1.307, 140.6]"
17,103159.The_Forsyte_Saga,103159,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388286090i/103159.jpg,The Forsyte Saga,,,,,1921,https://www.goodreads.com/author/show/7419.John_Galsworthy,John Galsworthy,872.0,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'British Literature', 'Literature', 'Romance', 'Historical']",8115.10396445798,143168.1978074867,20341,1026,4.18,"{'5 Stars': 9254, '4 Stars': 6816, '3 Stars': 3257, '2 Stars': 713, '1 Star': 301}",[],2,"(1.307, 140.6]"
19,1041041.The_People_That_Time_Forgot,1041041,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348006585i/1041041.jpg,The People That Time Forgot,['Caspak'],['Caspak (Caprona)'],,English,1918,https://www.goodreads.com/author/show/10885.Edgar_Rice_Burroughs,Edgar Rice Burroughs,100.0,Paperback,"['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Pulp', 'Audiobook']",122.0,1209.0,2492,162,3.68,"{'5 Stars': 550, '4 Stars': 865, '3 Stars': 850, '2 Stars': 196, '1 Star': 31}",[],2,"(1.307, 140.6]"
20,1044175.La_reina_estrangulada,1044175,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448795495i/1044175.jpg,La reina estrangulada,['The Accursed Kings'],['France'],"['Louis X of France', 'Charles IV of France', 'Enguerrand de Marigny', 'Marguerite of Burgundy, queen of France', 'Jeanne II of Burgundy, queen of France', 'Blanche of Burgundy', ""Mahaut d'Artois"", ""Robert d'Artois"", 'Philippe V of France', 'Charles, count of Valois', ""Clemence d'Anjou, queen of France""]",Spanish; Castilian,1955,https://www.goodreads.com/author/show/4699102.Unknown,Unknown,230.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'France', 'Medieval', 'Classics', 'Fantasy']",410.0,4107.0,11967,653,4.17,"{'5 Stars': 4478, '4 Stars': 5281, '3 Stars': 1968, '2 Stars': 205, '1 Star': 35}",[],2,"(1.307, 140.6]"
21,1044657.Oliver_Wiswell,1044657,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180469566i/1044657.jpg,Oliver Wiswell,,,,English,1940,https://www.goodreads.com/author/show/59605.Kenneth_Roberts,Kenneth Roberts,836.0,Paperback,"['Historical Fiction', 'Fiction', 'American Revolution', 'American History', 'Classics', 'Historical', 'War']",16.0,775.0,493,71,4.27,"{'5 Stars': 234, '4 Stars': 180, '3 Stars': 61, '2 Stars': 13, '1 Star': 5}",[],2,"(1.307, 140.6]"
22,104696.Taras_Bulba,104696,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171522625i/104696.jpg,Taras Bulba,,"['Ukraine', 'Warsaw', 'Khortytsia', 'Dubno', 'Zaporizhia']","['Taras Bulba', 'Ostap Bulba', 'Andri Bulba', 'Yankel']",English,1835,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,Nikolai Gogol,228.0,Paperback,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Historical Fiction', 'Novels', 'Literature']",425.0,6391.0,13650,664,3.73,"{'5 Stars': 3481, '4 Stars': 4804, '3 Stars': 3855, '2 Stars': 1164, '1 Star': 346}",[],2,"(1.307, 140.6]"
23,1047422.The_Four_Feathers,1047422,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1271384180i/1047422.jpg,The Four Feathers,,,,English,1902,https://www.goodreads.com/author/show/217146.A_E_W_Mason,A.E.W. Mason,284.0,Paperback,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'War', 'Romance', 'Africa']",209.0,4975.0,5121,356,3.92,"{'5 Stars': 1556, '4 Stars': 2007, '3 Stars': 1225, '2 Stars': 252, '1 Star': 81}",[],2,"(1.307, 140.6]"
24,1049611.The_House_on_the_Strand,1049611,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1270543750i/1049611.jpg,The House on the Strand,,"['Cornwall, England', 'Tywardreath, Cornwall']",,,1969,https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier,Daphne du Maurier,298.0,Hardcover,"['Fiction', 'Classics', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Science Fiction', 'Mystery']",879.0,19900.0,13725,1561,3.83,"{'5 Stars': 3673, '4 Stars': 5291, '3 Stars': 3694, '2 Stars': 849, '1 Star': 218}",[],2,"(1.307, 140.6]"
26,105399.Vipers_Tangle,105399,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347674941i/105399.jpg,Vipers' Tangle,,"['Bordeaux', 'France']",,English,1932,https://www.goodreads.com/author/show/61023.Fran_ois_Mauriac,Francois Mauriac,312.0,Paperback,"['Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Novels', 'Nobel Prize']",118.0,5878.0,3817,396,4.07,"{'5 Stars': 1418, '4 Stars': 1496, '3 Stars': 703, '2 Stars': 148, '1 Star': 52}",[],2,"(1.307, 140.6]"
27,105549.The_Sneetches_and_Other_Stories,105549,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673285588i/105549.jpg,The Sneetches and Other Stories,,,,English,1961,https://www.goodreads.com/author/show/61105.Dr_Seuss,Dr. Seuss,68.0,Paperback,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Humor']",292.0,18800.0,65649,1102,4.31,"{'5 Stars': 36233, '4 Stars': 17340, '3 Stars': 9189, '2 Stars': 1955, '1 Star': 932}",[],2,"(1.307, 140.6]"
29,1059.Shibumi,1059,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187747i/1059.jpg,Shibumi,['Nicholai Hel'],,['Nicholai Hel'],English,1979,https://www.goodreads.com/author/show/691.Trevanian,Trevanian,472.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Japan', 'Novels']",1425.0,14300.0,18784,1327,4.18,"{'5 Stars': 8718, '4 Stars': 6158, '3 Stars': 2802, '2 Stars': 775, '1 Star': 331}",[],2,"(1.307, 140.6]"
30,105992.Helter_Skelter,105992,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347694754i/105992.jpg,Helter Skelter: The True Story of the Manson Murders,,['The United States of America'],,English,1974,https://www.goodreads.com/author/show/28828.Vincent_Bugliosi,Vincent Bugliosi,687.0,Paperback,"['True Crime', 'Nonfiction', 'Crime', 'History', 'Horror', 'Biography', 'Audiobook']",5917.0,159000.0,150320,5543,4.06,"{'5 Stars': 56470, '4 Stars': 56415, '3 Stars': 29700, '2 Stars': 5718, '1 Star': 2017}",['Edgar Award for Best Fact Crime (1975)'],42,"(1.307, 140.6]"
32,10617.The_Bachman_Books,10617,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374049003i/10617.jpg,The Bachman Books,,,,English,1986,https://www.goodreads.com/author/show/5858.Richard_Bachman,Richard  Bachman,704.0,Paperback,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Science Fiction', 'Fantasy', 'Suspense']",1002.0,29200.0,73697,1131,4.15,"{'5 Stars': 30763, '4 Stars': 26678, '3 Stars': 13310, '2 Stars': 2164, '1 Star': 782}",[],2,"(1.307, 140.6]"
33,10625.Dolores_Claiborne,10625,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394213480i/10625.jpg,Dolores Claiborne,,['Little Tall Island'],,French,1992,https://www.goodreads.com/author/show/3389.Stephen_King,Stephen        King,324.0,Mass Market Paperback,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Crime', 'Suspense']",1984.0,68000.0,162471,5909,3.94,"{'5 Stars': 53563, '4 Stars': 58538, '3 Stars': 38847, '2 Stars': 9401, '1 Star': 2122}",[],2,"(1.307, 140.6]"
35,1070961.Sophocles,1070961,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348251110i/1070961.jpg,Sophocles: Philoctetes,,,,English,410,https://www.goodreads.com/author/show/1002.Sophocles,Sophocles,,,"['Plays', 'Classics', 'Fiction', 'Mythology', 'Tragedy', 'Ancient', 'Poetry']",56.0,3107.0,4752,313,3.88,"{'5 Stars': 1461, '4 Stars': 1685, '3 Stars': 1260, '2 Stars': 285, '1 Star': 61}",[],2,"(1.307, 140.6]"
36,107301.A_Town_Like_Alice,107301,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327957610i/107301.jpg,A Town Like Alice,,"['Alice Springs', 'Australia', 'Malacca', 'Malaysia', 'Southeast Asia', 'Northern Territory']","['Jean Paget', 'Joe Harman']",English,1950,https://www.goodreads.com/author/show/21477.Nevil_Shute,Nevil Shute,359.0,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Australia', 'Romance', 'War', 'Historical']",1412.0,46700.0,59945,4634,4.15,"{'5 Stars': 24623, '4 Stars': 22803, '3 Stars': 10146, '2 Stars': 1819, '1 Star': 554}",[],2,"(1.307, 140.6]"
37,10737650-the-marbled-swarm,10737650,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306344089i/10737650.jpg,The Marbled Swarm,,,,English,2011,https://www.goodreads.com/author/show/29064.Dennis_Cooper,Dennis Cooper,208.0,Paperback,"['Horror', 'Fiction', 'Queer', 'Thriller', 'Contemporary', 'LGBT', 'Dark']",74.0,3707.0,1408,186,3.48,"{'5 Stars': 377, '4 Stars': 364, '3 Stars': 340, '2 Stars': 208, '1 Star': 119}",[],2,"(1.307, 140.6]"
40,1079427.The_Magic_Pudding,1079427,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312535969i/1079427.jpg,The Magic Pudding,,['Australia'],"['Albert the Magic Pudding', 'Bunyip Bluegum', 'Bill Barnacle', 'Sam Sawnoff', 'Benjamin Brandysnap', 'Uncle Wattleberry']",English,1918,https://www.goodreads.com/author/show/190327.Norman_Lindsay,Norman Lindsay,176.0,Paperback,"['Classics', 'Childrens', 'Fiction', 'Australia', 'Fantasy', 'Humor', 'Animals']",74.0,1735.0,4199,243,3.93,"{'5 Stars': 1546, '4 Stars': 1282, '3 Stars': 1014, '2 Stars': 265, '1 Star': 92}",[],2,"(1.307, 140.6]"
42,1083365.The_Accidental_Tourist,1083365,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180844475i/1083365.jpg,The Accidental Tourist,,"['Baltimore, Maryland', 'London, England']","['Macon Leary', 'Muriel Pritchett', 'Sarah Leary']",English,1985,https://www.goodreads.com/author/show/457.Anne_Tyler,Anne Tyler,342.0,Mass Market Paperback,"['Fiction', 'Contemporary', 'Romance', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature']",2062.0,39600.0,106644,3157,3.9,"{'5 Stars': 31677, '4 Stars': 41742, '3 Stars': 25658, '2 Stars': 5843, '1 Star': 1724}","['Pulitzer Prize Nominee for Fiction (1986)', 'Ambassador Book Award for Fiction (1986)', 'Los Angeles Times Book Prize Nominee for Fiction (1985)', 'National Book Critics Circle Award for Fiction (1985)']",205,"(140.6, 279.2]"
43,10849572-the-bronze-horseman,10849572,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1620327076i/10849572.jpg,The Bronze Horseman,['The Bronze Horseman'],"['Leningrad, USSR', 'Russia', 'Eastern Europe', 'St. Petersburg']","['Tatiana Metanova', 'Alexander Belov']",English,2000,https://www.goodreads.com/author/show/47499.Paullina_Simons,Paullina Simons,656.0,Kindle Edition,"['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia']",5664.0,111000.0,90641,9576,4.29,"{'5 Stars': 52068, '4 Stars': 21965, '3 Stars': 10144, '2 Stars': 4160, '1 Star': 2304}",[],2,"(1.307, 140.6]"
44,10872085-only-time-will-tell,10872085,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442866312i/10872085.jpg,Only Time Will Tell,['The Clifton Chronicles'],"['Bristol, England']","['Harry Clifton', 'Maisie Clifton', 'Giles Barrington', 'Old Jack Tar', 'Hugo Barrington']",English,2011,https://www.goodreads.com/author/show/4820.Jeffrey_Archer,Jeffrey Archer,400.0,Hardcover,"['Fiction', 'Historical Fiction', 'Audiobook', 'Historical', 'Mystery', 'Thriller', 'Drama']",8030.0,45100.0,92875,6566,4.11,"{'5 Stars': 34378, '4 Stars': 39244, '3 Stars': 15102, '2 Stars': 2935, '1 Star': 1216}",['Goodreads Choice Award Nominee for Historical Fiction (2011)'],64,"(1.307, 140.6]"
45,10882.Hell_s_Angels,10882,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166334569i/10882.jpg,Hell's Angels,,['California'],['Hunter S. Thompson'],French,1966,https://www.goodreads.com/author/show/5237.Hunter_S_Thompson,Hunter S. Thompson,295.0,Paperback,"['Nonfiction', 'History', 'Journalism', 'Memoir', 'Biography', 'Crime', 'True Crime']",3178.0,36100.0,52341,2111,3.98,"{'5 Stars': 16028, '4 Stars': 22269, '3 Stars': 11550, '2 Stars': 2076, '1 Star': 418}",[],2,"(1.307, 140.6]"
46,108942.Bad_Luck_and_Trouble,108942,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441133915i/108942.jpg,Bad Luck and Trouble,"['Jack Reacher', 'Jack Reacher Chronological Order']","['Las Vegas, Nevada', 'Los Angeles, California']","['Frances Neagley', ""David O'Donnell"", 'Karla Dixon', 'Curtis Mauney', 'Allen Lamaison', 'Azhari Mahmoud', 'Jack Reacher']",English,2007,https://www.goodreads.com/author/show/5091.Lee_Child,Lee Child,378.0,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Audiobook', 'Suspense']",7825.0,44400.0,98651,4206,4.22,"{'5 Stars': 41101, '4 Stars': 41003, '3 Stars': 14283, '2 Stars': 1736, '1 Star': 528}","['Anthony Award Nominee for Best Novel (2008)', 'Theakston Old Peculier Crime Novel of the Year Nominee (2009)']",112,"(1.307, 140.6]"
50,1095060.Faust_Der_Trag_die_zweiter_Teil,1095060,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180929579i/1095060.jpg,Faust. Der Tragodie zweiter Teil,['Goethes Faust'],,,German,1832,https://www.goodreads.com/author/show/285217.Johann_Wolfgang_von_Goethe,Johann Wolfgang von Goethe,254.0,Paperback,"['Classics', 'Fiction', 'Plays', 'Poetry', 'German Literature', 'Drama', 'Literature']",438.0,9392.0,7783,407,3.66,"{'5 Stars': 2274, '4 Stars': 2186, '3 Stars': 2087, '2 Stars': 906, '1 Star': 330}",['PEN Translation Prize Nominee for David Constantine (2010)'],62,"(1.307, 140.6]"
53,10979.Light_in_August,10979,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355360091i/10979.jpg,Light in August,,,,,1932,https://www.goodreads.com/author/show/3535.William_Faulkner,William Faulkner,507.0,Paperback,"['Fiction', 'Literature', 'Classics', 'Novels', 'American', 'Southern Gothic', 'Southern']",6349.989277826604,117279.2096915844,64300,3493,3.94,"{'5 Stars': 22634, '4 Stars': 22978, '3 Stars': 12808, '2 Stars': 4045, '1 Star': 1835}",[],2,"(1.307, 140.6]"
54,1098326.Irrungen_Wirrungen,1098326,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180964468i/1098326.jpg,"Irrungen, Wirrungen",,"['Berlin', 'Germany']","['Lene Nimptsch', 'Botho von Rienacker', 'Frau Nimptsch', 'Frau Dorr', 'Kathe von Sellenthin', 'Gideon Franke', 'Uncle Kurt Anton Osten', 'Lieutenant von Wedell']",German,1887,https://www.goodreads.com/author/show/68613.Theodor_Fontane,Theodor Fontane,189.0,Paperback,"['Classics', 'German Literature', 'Fiction', 'School', '19th Century', 'Germany', 'Romance']",67.0,1617.0,3580,181,3.25,"{'5 Stars': 537, '4 Stars': 1008, '3 Stars': 1116, '2 Stars': 648, '1 Star': 271}",[],2,"(1.307, 140.6]"
55,1099648.Macunaima,1099648,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403407270i/1099648.jpg,Macunaima,,['Sao Paulo'],"['Venceslau Pietro Pietra', 'Macunaima']",English,1928,https://www.goodreads.com/author/show/292054.M_rio_de_Andrade,Mario de Andrade,168.0,Hardcover,"['Fiction', 'Classics', 'Brazil', 'Fantasy', 'Romance', 'Magical Realism', 'Literature']",343.0,5632.0,5432,365,3.59,"{'5 Stars': 1441, '4 Stars': 1584, '3 Stars': 1454, '2 Stars': 621, '1 Star': 332}",['Premio Jabuti for Melhor Livro de Arte (1979)'],49,"(1.307, 140.6]"
57,11012.Dubliners,11012,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334138184i/11012.jpg,Dubliners,,"['Ireland', 'Dublin']","['Maria', 'Bantam Lyons', 'John Corley', 'Fr. Flynn', 'Jimmy Doyle', 'Matthew Lenehan', 'Mrs. Mooney', 'Polly Mooney', 'Mr. Doran', 'Little Chandler', 'Ignatius Gallaher', 'Farrington', 'Tom Farrington', 'Joe Donnelly', 'Mr. Duffy', 'Mrs. Sinico', 'Charles Stewart Parnell', 'Mrs. Kearney', 'Kathleen Kearney', 'Mr. Kernan', 'Gabriel Conroy']",English,1914,https://www.goodreads.com/author/show/5144.James_Joyce,James Joyce,352.0,Paperback,"['Classics', 'Fiction', 'Short Stories', 'Ireland', 'Literature', 'Irish Literature', '20th Century']",14900.0,137000.0,165813,10037,3.84,"{'5 Stars': 48306, '4 Stars': 60942, '3 Stars': 41478, '2 Stars': 11554, '1 Star': 3533}",['Premio Euskadi de Literatura for Traduccion (2000)'],54,"(1.307, 140.6]"
58,11013.Finnegans_Wake,11013,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336408055i/11013.jpg,Finnegans Wake,,"['Ireland', 'Dublin']",,English,1939,https://www.goodreads.com/author/show/5144.James_Joyce,James Joyce,628.0,Paperback,"['Fiction', 'Classics', 'Literature', 'Ireland', 'Irish Literature', 'Novels', 'Literary Fiction']",2330.0,62300.0,13284,1305,3.68,"{'5 Stars': 4514, '4 Stars': 3537, '3 Stars': 2860, '2 Stars': 1172, '1 Star': 1201}",['Premio Jabuti for Traducao (2023)'],37,"(1.307, 140.6]"
59,11033808-the-crime-of-sylvestre-bonnard,11033808,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347757785i/11033808.jpg,The Crime of Sylvestre Bonnard,,,,English,1881,https://www.goodreads.com/author/show/48535.Anatole_France,Anatole France,270.0,ebook,"['Fiction', 'Classics', 'France', 'French Literature', 'Mystery', 'Literature', 'Novels']",50.0,1216.0,725,81,3.68,"{'5 Stars': 152, '4 Stars': 276, '3 Stars': 222, '2 Stars': 62, '1 Star': 13}",[],2,"(1.307, 140.6]"
60,11041.Delta_of_Venus,11041,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388793271i/11041.jpg,Delta of Venus,,,,,1977,https://www.goodreads.com/author/show/7190.Ana_s_Nin,Anais Nin,271.0,Hardcover,"['Fiction', 'Erotica', 'Short Stories', 'Classics', 'Romance', 'France', 'Sexuality']",3922.956583708463,81681.85103221866,24076,2017,3.61,"{'5 Stars': 5190, '4 Stars': 8478, '3 Stars': 7182, '2 Stars': 2310, '1 Star': 916}",[],2,"(1.307, 140.6]"
