,book_id_title,book_id,cover_image_uri,book_title,book_series,book_settings,book_characters,book_language,year_first_published,authorlink,author,num_pages,format,genres,people_curr_read,peop_want_to_read,num_ratings,num_reviews,average_rating,rating_distribution,awards,awards_count,awards_bins
480,194373.The_Memoirs_of_Sherlock_Holmes,194373,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529973409i/194373.jpg,The Memoirs of Sherlock Holmes,['Sherlock Holmes'],,"['James Moriarty', 'John Watson', 'Mycroft Holmes', 'Sherlock Holmes']",English,1893,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle,378.0,Hardcover,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Audiobook', 'Mystery Thriller']",5326.0,55100.0,101541,3424,4.3,"{'5 Stars': 48231, '4 Stars': 37780, '3 Stars': 13411, '2 Stars': 1552, '1 Star': 567}",[],2,"(1.307, 140.6]"
481,194740.The_Setting_Sun,194740,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385206185i/194740.jpg,The Setting Sun,,"['Japan', 'Izu']","['Kazuko', ""Kazuko's mother"", 'Naoji', 'Uehara', 'Wada']",English,1947,https://www.goodreads.com/author/show/113561.Osamu_Dazai,Osamu Dazai,175.0,Paperback,"['Fiction', 'Classics', 'Japanese Literature', 'Japan', 'Historical Fiction', 'Novels', 'Literature']",2890.0,71200.0,36250,3776,3.98,"{'5 Stars': 10920, '4 Stars': 15634, '3 Stars': 7959, '2 Stars': 1491, '1 Star': 246}",[],2,"(1.307, 140.6]"
482,194870.The_Complete_Adventures_of_Peter_Rabbit,194870,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309201736i/194870.jpg,The Complete Adventures of Peter Rabbit,['The World of Beatrix Potter'],,"['Benjamin Bunny', 'Peter Rabbit', 'Flopsy Rabbit', 'Mopsy Rabbit', 'Cotton-tail Rabbit', 'Mrs. Rabbit', 'Mr. McGregor']",English,1982,https://www.goodreads.com/author/show/11593.Beatrix_Potter,Beatrix Potter,96.0,Hardcover,"['Classics', 'Childrens', 'Picture Books', 'Fiction', 'Animals', 'Fantasy', 'Short Stories']",36.0,1889.0,15478,101,4.46,"{'5 Stars': 9872, '4 Stars': 3422, '3 Stars': 1782, '2 Stars': 300, '1 Star': 102}",[],2,"(1.307, 140.6]"
483,19494.The_Spy_Who_Came_In_from_the_Cold,19494,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327719782i/19494.jpg,The Spy Who Came In from the Cold,['George Smiley'],"['Berlin', 'London, England']","['Alec Leamas', 'Elizabeth Gold', 'Karl Riemeck', 'Fiedler', 'Peter Guillam', 'George Smiley', 'Hans-Dieter Mundt']",English,1963,https://www.goodreads.com/author/show/1411964.John_Le_Carr_,John Le Carre,212.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Classics', 'Mystery Thriller', 'Crime']",5467.0,75000.0,118336,7390,4.09,"{'5 Stars': 43765, '4 Stars': 48195, '3 Stars': 20481, '2 Stars': 4467, '1 Star': 1428}","['Somerset Maugham Award (1964)', 'Edgar Award for Best Novel (1965)', 'CWA Gold Dagger (1963)', 'The CWA Dagger of Daggers (2005)']",132,"(1.307, 140.6]"
485,19528.The_Mandarins,19528,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1484025834i/19528.jpg,The Mandarins,,['Paris'],,English,1954,https://www.goodreads.com/author/show/5548.Simone_de_Beauvoir,Simone de Beauvoir,752.0,Paperback,"['Fiction', 'Classics', 'Philosophy', 'France', 'Feminism', 'French Literature', 'Novels']",684.0,24800.0,6096,523,4.19,"{'5 Stars': 2746, '4 Stars': 2137, '3 Stars': 917, '2 Stars': 215, '1 Star': 81}",['Prix Goncourt (1954)'],24,"(1.307, 140.6]"
488,195548.Caleb_Williams,195548,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1662503310i/195548.jpg,Caleb Williams,,,,English,1794,https://www.goodreads.com/author/show/113910.William_Godwin,William Godwin,384.0,Paperback,"['Classics', 'Fiction', 'Gothic', '18th Century', 'Literature', 'Mystery', 'British Literature']",178.0,6427.0,4756,309,3.45,"{'5 Stars': 979, '4 Stars': 1328, '3 Stars': 1554, '2 Stars': 654, '1 Star': 241}",[],2,"(1.307, 140.6]"
489,195680.Village_Evenings_Near_Dikanka_and_Mirgorod,195680,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371328997i/195680.jpg,Village Evenings Near Dikanka and Mirgorod,,['Ukraine'],,English,1994,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,Nikolai Gogol,496.0,Paperback,"['Classics', 'Russia', 'Fiction', 'Russian Literature', 'Short Stories', 'Ukraine', 'Humor']",76.0,3945.0,10139,70,4.21,"{'5 Stars': 5191, '4 Stars': 2707, '3 Stars': 1580, '2 Stars': 482, '1 Star': 179}",[],2,"(1.307, 140.6]"
490,195684.Mirgorod,195684,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401291953i/195684.jpg,Mirgorod: Four Tales by Nikolai Gogol,"[""Povisti Gogolia. Naikrashchi ukrayins'ki perekladi u 2-kh tomakh""]",['Ukraine'],,English,1835,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,Nikolai Gogol,275.0,Paperback,"['Classics', 'Russia', 'Russian Literature', 'Short Stories', 'Fiction', 'Ukraine', '19th Century']",31.0,761.0,791,53,4.11,"{'5 Stars': 311, '4 Stars': 294, '3 Stars': 149, '2 Stars': 35, '1 Star': 2}",[],2,"(1.307, 140.6]"
492,19661.Family_Matters,19661,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388279746i/19661.jpg,Family Matters,,['Mumbai'],,English,2002,https://www.goodreads.com/author/show/3539.Rohinton_Mistry,Rohinton Mistry,434.0,Paperback,"['Fiction', 'India', 'Indian Literature', 'Canada', 'Asia', 'Contemporary', 'Literary Fiction']",665.0,21000.0,24175,1256,4.03,"{'5 Stars': 7777, '4 Stars': 10575, '3 Stars': 4837, '2 Stars': 800, '1 Star': 186}","['Booker Prize Nominee (2002)', 'James Tait Black Memorial Prize Nominee for Fiction (2002)', 'Canadian Authors Association Award for Fiction (2003)', 'Kiriyama Prize for Fiction (2002)', 'Premi Llibreter de narrativa Nominee (2003)']",234,"(140.6, 279.2]"
494,196970.The_Night_Before_Christmas,196970,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388370094i/196970.jpg,The Night Before Christmas,,,['Santa Claus'],English,1823,https://www.goodreads.com/author/show/64709.Clement_Clarke_Moore,Clement Clarke Moore,32.0,Hardcover,"['Christmas', 'Childrens', 'Picture Books', 'Classics', 'Poetry', 'Fiction', 'Holiday']",2209.0,33200.0,125853,3032,4.4,"{'5 Stars': 76321, '4 Stars': 29282, '3 Stars': 15495, '2 Stars': 3252, '1 Star': 1503}",[],2,"(1.307, 140.6]"
495,199264.The_Temple,199264,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677789999i/199264.jpg,The Temple: The Poetry of George Herbert,,,,English,1633,https://www.goodreads.com/author/show/49928.George_Herbert,George Herbert,212.0,Paperback,"['Poetry', 'Classics', 'Religion', 'Christianity', 'Christian', 'British Literature', 'Literature']",101.0,1763.0,622,59,4.15,"{'5 Stars': 288, '4 Stars': 182, '3 Stars': 118, '2 Stars': 25, '1 Star': 9}",[],2,"(1.307, 140.6]"
496,202033.The_Way_West,202033,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435723309i/202033.jpg,The Way West,['The Big Sky'],['Missouri'],,English,1949,https://www.goodreads.com/author/show/117797.A_B_Guthrie_Jr_,A.B. Guthrie Jr.,352.0,Paperback,"['Historical Fiction', 'Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Literature']",48.0,9089.0,5712,350,3.96,"{'5 Stars': 1984, '4 Stars': 2102, '3 Stars': 1195, '2 Stars': 274, '1 Star': 157}",['Pulitzer Prize for Fiction (1950)'],37,"(1.307, 140.6]"
497,203220.Les_Fleurs_du_Mal,203220,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388667125i/203220.jpg,Les Fleurs du Mal,,,,,1857,https://www.goodreads.com/author/show/13847.Charles_Baudelaire,Charles Baudelaire,365.0,Paperback,"['France', 'Poetry', 'French Literature', 'Fiction', 'Classics', 'Literature', '19th Century']",8262.196855010596,145325.61348381196,75902,2976,4.2,"{'5 Stars': 35997, '4 Stars': 24431, '3 Stars': 11220, '2 Stars': 2977, '1 Star': 1277}",[],2,"(1.307, 140.6]"
498,204779.The_Masque_of_the_Red_Death,204779,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172667858i/204779.jpg,The Masque of the Red Death,,,"['Prince Prospero', 'The stranger (The Masque of the Red Death)']",English,1842,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,Edgar Allan Poe,129.0,Paperback,"['Horror', 'Short Stories', 'Fiction', 'Gothic', 'Classics', 'Mystery', 'Fantasy']",907.0,17600.0,43674,2453,4.06,"{'5 Stars': 16331, '4 Stars': 16338, '3 Stars': 8836, '2 Stars': 1772, '1 Star': 397}",[],2,"(1.307, 140.6]"
499,2052.The_Big_Sleep,2052,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371584712i/2052.jpg,The Big Sleep,['Philip Marlowe'],"['Los Angeles, California', 'Hollywood, Los Angeles, California', 'California']","['Philip Marlowe', 'Vivian Regan', 'Carmen Sternwood', 'General Guy Sternwood', 'Eddie Mars', 'Rusty Regan', 'Arthur Gwynn Geiger', 'Owen Taylor', 'Agnes Lozelle', 'Joe Brody', 'Harry Jones', 'Mona Mars', 'Carol Lundgren', 'Lash Camino', 'Bernie Ohls']",English,1939,https://www.goodreads.com/author/show/1377.Raymond_Chandler,Raymond Chandler,231.0,Paperback,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller']",6051.0,131000.0,162234,8511,3.95,"{'5 Stars': 55100, '4 Stars': 60586, '3 Stars': 33524, '2 Stars': 9115, '1 Star': 3909}","['Anthony Award Nominee for Best Novel of the Century (2000)', 'CWA Best Ever Nominee for Crime Novel (2013)']",110,"(1.307, 140.6]"
500,2054.The_Long_Goodbye,2054,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655478371i/2054.jpg,The Long Goodbye,['Philip Marlowe'],"['Los Angeles, California', 'California']","['Candy', 'Philip Marlowe', 'Roger Wade', 'Eileen Wade', 'Sewell Endicott', 'Terry Lennox', 'Howard Spencer', 'Harlan Potter', 'Linda Loring', 'Dr. Edward Loring', 'Dr. Verringer', 'Bernie Ohls', 'George Peters', 'Mendy Menendez', 'Chick Agostino', 'Lonnie Morgan', 'Sergeant Green', 'Captain Gregorius', 'Detective Dayton', 'Mr. Grenz', 'Dr. Lester Vukanich', 'Dr. Amos Varley']",English,1953,https://www.goodreads.com/author/show/1377.Raymond_Chandler,Raymond Chandler,379.0,Paperback,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Classics', 'Detective', 'Mystery Thriller']",1970.0,39100.0,44560,2990,4.19,"{'5 Stars': 18878, '4 Stars': 17336, '3 Stars': 6676, '2 Stars': 1250, '1 Star': 420}","['Edgar Award for Best Novel (1955)', 'CWA Best Ever Nominee for Crime Novel (2013)']",85,"(1.307, 140.6]"
501,20564.The_Mill_on_the_Floss,20564,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628463066i/20564.jpg,The Mill on the Floss,,"[""St. Ogg's""]","['Maggie Tulliver', 'Tom Tulliver']",English,1860,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,579.0,Paperback,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'Historical Fiction', 'British Literature']",2719.0,58700.0,57271,3131,3.83,"{'5 Stars': 17128, '4 Stars': 20481, '3 Stars': 14031, '2 Stars': 4049, '1 Star': 1582}",[],2,"(1.307, 140.6]"
502,2060436.Goya,2060436,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330726744i/2060436.jpg,Goya,,,"['Francisco Goya', 'Duquesa de Alba', 'Manuel Godoy']",Spanish; Castilian,1951,https://www.goodreads.com/author/show/18793.Lion_Feuchtwanger,Lion Feuchtwanger,568.0,Paperback,"['Historical Fiction', 'Art', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Spain']",70.0,2291.0,1646,63,4.32,"{'5 Stars': 846, '4 Stars': 553, '3 Stars': 193, '2 Stars': 39, '1 Star': 15}",[],2,"(1.307, 140.6]"
503,2060546.Emil_i_L_nneberga,2060546,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1192817606i/2060546.jpg,Emil i Lonneberga,['Emil i Lonneberga'],"['Sweden', 'Smaland']","['Emil', 'Ida']",Swedish,1963,https://www.goodreads.com/author/show/410653.Astrid_Lindgren,Astrid Lindgren,183.0,Hardcover,"['Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Scandinavian Literature', 'Humor', 'Sweden']",66.0,1470.0,8989,214,4.3,"{'5 Stars': 4540, '4 Stars': 2912, '3 Stars': 1296, '2 Stars': 199, '1 Star': 42}",[],2,"(1.307, 140.6]"
504,206172.The_Pit_and_the_Pendulum,206172,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172678940i/206172.jpg,The Pit and the Pendulum,,['Toledo'],"['The narrator (The Pit and the Pendulum)', 'General Lasalle (The Pit and the Pendulum)']",English,1842,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,Edgar Allan Poe,64.0,Paperback,"['Horror', 'Short Stories', 'Fiction', 'Gothic', 'Classics', 'Mystery', 'Literature']",418.0,23200.0,70437,1707,4.15,"{'5 Stars': 28877, '4 Stars': 26252, '3 Stars': 12583, '2 Stars': 2149, '1 Star': 576}",[],2,"(1.307, 140.6]"
505,20715706-the-longest-journey,20715706,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416800637i/20715706.jpg,The Longest Journey,,,"['Rickie Elliot', 'Agnes Pembroke', 'Stewart Ansell', 'Gerald Dawes', 'Herbert Pembroke', 'Emily Failing', 'Stephen Wonham']",,1907,https://www.goodreads.com/author/show/86404.E_M_Forster,E.M. Forster,178.0,Paperback,"['Classics', 'Fiction', '20th Century', 'British Literature', 'Literature', 'Novels', 'Literary Fiction']",222.0,4051.0,2697,285,3.46,"{'5 Stars': 422, '4 Stars': 911, '3 Stars': 944, '2 Stars': 336, '1 Star': 84}",[],2,"(1.307, 140.6]"
506,20774127-typee,20774127,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416798644i/20774127.jpg,"Typee: A Romance of the South Seas, with sequel: ""The Story of Toby""",,,,,1846,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,198.0,Paperback,"['Fiction', 'Classics', 'Travel', 'Adventure', 'Literature', 'American', 'Novels']",492.0,5549.0,5800,566,3.56,"{'5 Stars': 1021, '4 Stars': 2023, '3 Stars': 2073, '2 Stars': 556, '1 Star': 127}",[],2,"(1.307, 140.6]"
507,20774576-omoo,20774576,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416798876i/20774576.jpg,Omoo: A Narrative of Adventures in the South Seas,,"['Tahiti', 'Pacific Ocean']","['Benbo Byrne', 'Doctor Long Ghost']",,1847,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,271.0,Paperback,"['Fiction', 'Classics', 'Literature', 'Adventure', 'American', '19th Century', 'Novels']",111.0,1552.0,1089,109,3.51,"{'5 Stars': 180, '4 Stars': 366, '3 Stars': 403, '2 Stars': 111, '1 Star': 29}",[],2,"(1.307, 140.6]"
509,20835846-redburn,20835846,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416798800i/20835846.jpg,Redburn: His First Voyage,,,,,1849,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,210.0,Paperback,"['Fiction', 'Classics', 'American', '19th Century', 'Literature', 'Novels', 'Literary Fiction']",74.0,1551.0,921,121,3.64,"{'5 Stars': 166, '4 Stars': 363, '3 Stars': 300, '2 Stars': 76, '1 Star': 16}",[],2,"(1.307, 140.6]"
510,20879379-rana,20879379,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392957781i/20879379.jpg,Rana,,,,Spanish; Castilian,2009,https://www.goodreads.com/author/show/121407.Mo_Yan,Mo Yan,400.0,Paperback,"['Fiction', 'China', 'Historical Fiction', 'Asia', 'Chinese Literature', 'Nobel Prize', 'Historical']",358.0,8005.0,5008,599,3.81,"{'5 Stars': 1279, '4 Stars': 2031, '3 Stars': 1260, '2 Stars': 352, '1 Star': 86}",[],2,"(1.307, 140.6]"
511,20894023-famous-last-words,20894023,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394493205i/20894023.jpg,Famous Last Words,,"['Los Angeles, California']","['Jonathon Walters', 'Marnie Delaine', 'Paige Pollan', 'Reed Thornton', 'Willa Cresky', 'Wyatt Sheppard']",English,2014,https://www.goodreads.com/author/show/1562974.Katie_Alender,Katie Alender,312.0,Hardcover,"['Mystery', 'Young Adult', 'Paranormal', 'Horror', 'Thriller', 'Ghosts', 'Fiction']",408.0,9920.0,10227,1391,4.15,"{'5 Stars': 4441, '4 Stars': 3473, '3 Stars': 1816, '2 Stars': 407, '1 Star': 90}",['Truman Readers Award (2017)'],31,"(1.307, 140.6]"
512,20905438-white-jacket,20905438,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416797519i/20905438.jpg,White-Jacket: The World in a Man-of-War,,,,,1850,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,288.0,Paperback,"['Fiction', 'Classics', 'Adventure', 'American', 'Historical Fiction', 'Literature', '19th Century']",129.0,1427.0,949,119,3.8,"{'5 Stars': 256, '4 Stars': 356, '3 Stars': 250, '2 Stars': 66, '1 Star': 21}",[],2,"(1.307, 140.6]"
514,210834.Kim,210834,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630963799i/210834.jpg,Kim,,['India'],"[""Kimball O'Hara (Kim)"", 'Teshoo Lama']",English,1901,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,366.0,Mass Market Paperback,"['Classics', 'Fiction', 'India', 'Historical Fiction', 'Adventure', 'Literature', 'Novels']",2738.0,37500.0,38884,2411,3.7,"{'5 Stars': 10028, '4 Stars': 13172, '3 Stars': 10886, '2 Stars': 3549, '1 Star': 1249}",[],2,"(1.307, 140.6]"
517,212534.The_Bedroom_Secrets_of_the_Master_Chefs,212534,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432237576i/212534.jpg,The Bedroom Secrets of the Master Chefs,,"['Edinburgh, Scotland', 'San Francisco, California']","['Danny Skinner', 'Brian Kibby']",English,2006,https://www.goodreads.com/author/show/5687.Irvine_Welsh,Irvine Welsh,400.0,Paperback,"['Fiction', 'Scotland', 'Contemporary', 'Thriller', 'Novels', 'Drama', 'Adult']",144.0,4374.0,7069,306,3.54,"{'5 Stars': 1308, '4 Stars': 2425, '3 Stars': 2370, '2 Stars': 734, '1 Star': 232}",[],2,"(1.307, 140.6]"
518,21348.Aesop_s_Fables,21348,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389064715i/21348.jpg,Aesop's Fables,,,,English,561,https://www.goodreads.com/author/show/12452.Aesop,Aesop,352.0,Paperback,"['Fiction', 'Short Stories', 'Classics', 'Childrens', 'Fantasy', 'Mythology', 'Literature']",7376.0,70700.0,127765,2842,4.05,"{'5 Stars': 48205, '4 Stars': 45205, '3 Stars': 28398, '2 Stars': 4820, '1 Star': 1137}",[],2,"(1.307, 140.6]"
520,214858.La_Celestina,214858,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405559122i/214858.jpg,La Celestina,,,,Spanish; Castilian,1499,https://www.goodreads.com/author/show/36794.Fernando_de_Rojas,Fernando de Rojas,336.0,Paperback,"['Classics', 'Spanish Literature', 'Fiction', 'Plays', 'Spain', 'Romance', 'School']",650.0,8729.0,23515,1087,3.39,"{'5 Stars': 4057, '4 Stars': 6724, '3 Stars': 8252, '2 Stars': 3210, '1 Star': 1272}",[],2,"(1.307, 140.6]"
521,21495.The_New_Centurions,21495,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342697485i/21495.jpg,The New Centurions,,"['Los Angeles, California', 'California']",,English,1970,https://www.goodreads.com/author/show/12465.Joseph_Wambaugh,Joseph Wambaugh,368.0,Mass Market Paperback,"['Fiction', 'Crime', 'Mystery', 'Thriller', 'Police', 'Mystery Thriller', 'Detective']",386.0,1216.0,3967,135,3.94,"{'5 Stars': 1256, '4 Stars': 1574, '3 Stars': 874, '2 Stars': 182, '1 Star': 81}",[],2,"(1.307, 140.6]"
522,21498.The_Black_Marble,21498,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342697599i/21498.jpg,The Black Marble,,['California'],,English,1978,https://www.goodreads.com/author/show/12465.Joseph_Wambaugh,Joseph Wambaugh,416.0,Paperback,"['Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Thriller', 'Police', 'Detective']",838.0,686.0,1485,84,3.82,"{'5 Stars': 398, '4 Stars': 566, '3 Stars': 411, '2 Stars': 81, '1 Star': 29}",[],2,"(1.307, 140.6]"
523,21505.The_Secrets_of_Harry_Bright,21505,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1167322151i/21505.jpg,The Secrets of Harry Bright,,,,English,1985,https://www.goodreads.com/author/show/12465.Joseph_Wambaugh,Joseph Wambaugh,307.0,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Novels', 'Thriller', 'American']",180.0,379.0,1116,55,3.81,"{'5 Stars': 288, '4 Stars': 426, '3 Stars': 316, '2 Stars': 70, '1 Star': 16}",['Deutscher Krimi Preis for 2. Platz International (1988)'],59,"(1.307, 140.6]"
524,21508.Lines_and_Shadows,21508,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390061244i/21508.jpg,Lines and Shadows,,"['San Diego, California']",,English,1984,https://www.goodreads.com/author/show/12465.Joseph_Wambaugh,Joseph Wambaugh,416.0,Paperback,"['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Police', 'The United States Of America', 'American']",119.0,546.0,1026,60,3.8,"{'5 Stars': 274, '4 Stars': 372, '3 Stars': 302, '2 Stars': 58, '1 Star': 20}",['Premio Rodolfo Walsh (1988)'],31,"(1.307, 140.6]"
526,215678.In_an_Antique_Land,215678,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403182440i/215678.jpg,In an Antique Land,,,,English,1993,https://www.goodreads.com/author/show/3369.Amitav_Ghosh,Amitav Ghosh,400.0,Paperback,"['History', 'Nonfiction', 'Travel', 'India', 'Egypt', 'Memoir', 'Anthropology']",266.0,4573.0,3431,329,3.85,"{'5 Stars': 1000, '4 Stars': 1281, '3 Stars': 868, '2 Stars': 213, '1 Star': 69}",[],2,"(1.307, 140.6]"
527,215950.At_the_Earth_s_Core,215950,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349070085i/215950.jpg,At the Earth's Core,['Pellucidar'],['Pellucidar'],"['David Innes', 'Tarzan', 'Abner Perry']",English,1914,https://www.goodreads.com/author/show/10885.Edgar_Rice_Burroughs,Edgar Rice Burroughs,180.0,Paperback,"['Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'Pulp', 'Science Fiction Fantasy']",308.0,2984.0,4812,397,3.76,"{'5 Stars': 1220, '4 Stars': 1702, '3 Stars': 1476, '2 Stars': 351, '1 Star': 63}",[],2,"(1.307, 140.6]"
528,215954.Llana_of_Gathol,215954,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330992557i/215954.jpg,Llana of Gathol,['Barsoom'],['Barsoom'],"['John Carter', 'Llana', 'Hin Abtol']",English,1941,https://www.goodreads.com/author/show/10885.Edgar_Rice_Burroughs,Edgar Rice Burroughs,192.0,Mass Market Paperback,"['Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'Pulp', 'Sword and Planet']",47.0,2862.0,2747,92,3.78,"{'5 Stars': 688, '4 Stars': 984, '3 Stars': 895, '2 Stars': 155, '1 Star': 25}",[],2,"(1.307, 140.6]"
531,216512.August_1914,216512,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311971738i/216512.jpg,1914-08-01 00:00:00,['The Red Wheel'],['Battle of Tannenberg in East Prussia'],"['Colonel Vorotyntsev', 'Vladimir Lenin']",English,1971,https://www.goodreads.com/author/show/19771050.Aleksandr_Solzhenitsyn,Aleksandr Solzhenitsyn,896.0,Paperback,"['Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'World War I', 'Classics']",310.0,5818.0,2726,204,3.94,"{'5 Stars': 865, '4 Stars': 1071, '3 Stars': 588, '2 Stars': 153, '1 Star': 49}",[],2,"(1.307, 140.6]"
532,21671.Mystic_River,21671,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671.jpg,Mystic River,,"['Boston, Massachusetts']","['Dave Boyle', 'Sean Devine', 'Jimmy Marcus']",English,2001,https://www.goodreads.com/author/show/10289.Dennis_Lehane,Dennis Lehane,416.0,Paperback,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Drama']",3702.0,108000.0,153033,5496,4.17,"{'5 Stars': 64685, '4 Stars': 59518, '3 Stars': 21851, '2 Stars': 4568, '1 Star': 2411}","['Barry Award for Best Novel (2002)', 'Macavity Award Nominee for Best Mystery Novel (2002)', 'Anthony Award for Best Novel (2002)', 'Hammett Prize Nominee (2001)', 'Dilys Award (2002)', 'Massachusetts Book Award for Fiction (2002)', 'Deutscher Krimi Preis for 3. Platz International (2003)', 'Prix des libraires du Quebec for Laureats hors Quebec (2003)']",356,"(279.2, 417.8]"
534,21717.Triptych,21717,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442531921i/21717.jpg,Triptych,['Will Trent'],"['Atlanta, Georgia', 'Georgia']","['Angie Polaski', 'John Shelley', 'Will Trent', 'Amanda Wagner', 'Michael Ormewood']",English,2006,https://www.goodreads.com/author/show/12504.Karin_Slaughter,Karin Slaughter,393.0,Hardcover,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense']",9699.0,83500.0,114060,6858,4.13,"{'5 Stars': 42616, '4 Stars': 49528, '3 Stars': 17683, '2 Stars': 2860, '1 Star': 1373}",[],2,"(1.307, 140.6]"
535,2174683.The_Cop_and_the_Anthem_play,2174683,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388250383i/2174683.jpg,The Cop and the Anthem - play,,,,English,1904,https://www.goodreads.com/author/show/1306868.Mark_Bucci,Mark Bucci,9.0,Paperback,"['Short Stories', 'Classics', 'Fiction', 'Humor', 'Audiobook', 'School', 'Comedy']",13.0,169.0,675,70,3.91,"{'5 Stars': 222, '4 Stars': 227, '3 Stars': 178, '2 Stars': 42, '1 Star': 6}",[],2,"(1.307, 140.6]"
